Season,ISOyear,ISOweek,WeekBeginning,WeekEnding,Country,Pathogen,NumberAdmissionsPerWeek,RateAdmissionsPerWeek,Population
2021/22,2022,38,20220919,20220925,S92000003,Influenza (All),35,0.6,5412900
2021/22,2022,38,20220919,20220925,S92000003,Influenza A,34,0.6,5412900
2021/22,2022,38,20220919,20220925,S92000003,Influenza B,1,0,5412900
2021/22,2022,38,20220919,20220925,S92000003,Mycoplasma pneumoniae,0,0,5412900
2021/22,2022,38,20220919,20220925,S92000003,Parainfluenza (Any Type),24,0.4,5412900
2021/22,2022,38,20220919,20220925,S92000003,RSV,148,2.7,5412900
2021/22,2022,38,20220919,20220925,S92000003,Rhinovirus,74,1.4,5412900
2021/22,2022,38,20220919,20220925,S92000003,Seasonal coronavirus,1,0,5412900
2021/22,2022,39,20220926,20221002,S92000003,Adenovirus,34,0.6,5412900
2021/22,2022,39,20220926,20221002,S92000003,COVID-19,214,4,5412900
2021/22,2022,39,20220926,20221002,S92000003,HMPV,1,0,5412900
2021/22,2022,39,20220926,20221002,S92000003,Influenza (All),59,1.1,5412900
2021/22,2022,39,20220926,20221002,S92000003,Influenza A,53,1,5412900
2021/22,2022,39,20220926,20221002,S92000003,Influenza B,6,0.1,5412900
2021/22,2022,39,20220926,20221002,S92000003,Mycoplasma pneumoniae,0,0,5412900
2021/22,2022,39,20220926,20221002,S92000003,Parainfluenza (Any Type),11,0.2,5412900
2021/22,2022,39,20220926,20221002,S92000003,RSV,144,2.7,5412900
2021/22,2022,39,20220926,20221002,S92000003,Rhinovirus,108,2,5412900
2021/22,2022,39,20220926,20221002,S92000003,Seasonal coronavirus,0,0,5412900
2022/23,2022,40,20221003,20221009,S92000003,Adenovirus,43,0.8,5447000
2022/23,2022,40,20221003,20221009,S92000003,COVID-19,248,4.6,5447000
2022/23,2022,40,20221003,20221009,S92000003,HMPV,5,0.1,5447000
2022/23,2022,40,20221003,20221009,S92000003,Influenza (All),71,1.3,5447000
2022/23,2022,40,20221003,20221009,S92000003,Influenza A,70,1.3,5447000
2022/23,2022,40,20221003,20221009,S92000003,Influenza B,1,0,5447000
2022/23,2022,40,20221003,20221009,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,40,20221003,20221009,S92000003,Parainfluenza (Any Type),20,0.4,5447000
2022/23,2022,40,20221003,20221009,S92000003,RSV,182,3.3,5447000
2022/23,2022,40,20221003,20221009,S92000003,Rhinovirus,106,1.9,5447000
2022/23,2022,40,20221003,20221009,S92000003,Seasonal coronavirus,2,0,5447000
2022/23,2022,41,20221010,20221016,S92000003,Adenovirus,50,0.9,5447000
2022/23,2022,41,20221010,20221016,S92000003,COVID-19,243,4.5,5447000
2022/23,2022,41,20221010,20221016,S92000003,HMPV,2,0,5447000
2022/23,2022,41,20221010,20221016,S92000003,Influenza (All),85,1.6,5447000
2022/23,2022,41,20221010,20221016,S92000003,Influenza A,81,1.5,5447000
2022/23,2022,41,20221010,20221016,S92000003,Influenza B,4,0.1,5447000
2022/23,2022,41,20221010,20221016,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,41,20221010,20221016,S92000003,Parainfluenza (Any Type),13,0.2,5447000
2022/23,2022,41,20221010,20221016,S92000003,RSV,186,3.4,5447000
2022/23,2022,41,20221010,20221016,S92000003,Rhinovirus,114,2.1,5447000
2022/23,2022,41,20221010,20221016,S92000003,Seasonal coronavirus,1,0,5447000
2022/23,2022,42,20221017,20221023,S92000003,Adenovirus,53,1,5447000
2022/23,2022,42,20221017,20221023,S92000003,COVID-19,225,4.1,5447000
2022/23,2022,42,20221017,20221023,S92000003,HMPV,2,0,5447000
2022/23,2022,42,20221017,20221023,S92000003,Influenza (All),96,1.8,5447000
2022/23,2022,42,20221017,20221023,S92000003,Influenza A,92,1.7,5447000
2022/23,2022,42,20221017,20221023,S92000003,Influenza B,4,0.1,5447000
2022/23,2022,42,20221017,20221023,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,42,20221017,20221023,S92000003,Parainfluenza (Any Type),13,0.2,5447000
2022/23,2022,42,20221017,20221023,S92000003,RSV,193,3.5,5447000
2022/23,2022,42,20221017,20221023,S92000003,Rhinovirus,99,1.8,5447000
2022/23,2022,42,20221017,20221023,S92000003,Seasonal coronavirus,2,0,5447000
2022/23,2022,43,20221024,20221030,S92000003,Adenovirus,43,0.8,5447000
2022/23,2022,43,20221024,20221030,S92000003,COVID-19,223,4.1,5447000
2022/23,2022,43,20221024,20221030,S92000003,HMPV,6,0.1,5447000
2022/23,2022,43,20221024,20221030,S92000003,Influenza (All),115,2.1,5447000
2022/23,2022,43,20221024,20221030,S92000003,Influenza A,110,2,5447000
2022/23,2022,43,20221024,20221030,S92000003,Influenza B,5,0.1,5447000
2022/23,2022,43,20221024,20221030,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2022,43,20221024,20221030,S92000003,Parainfluenza (Any Type),15,0.3,5447000
2022/23,2022,43,20221024,20221030,S92000003,RSV,200,3.7,5447000
2022/23,2022,43,20221024,20221030,S92000003,Rhinovirus,88,1.6,5447000
2022/23,2022,43,20221024,20221030,S92000003,Seasonal coronavirus,3,0.1,5447000
2022/23,2022,44,20221031,20221106,S92000003,Adenovirus,54,1,5447000
2022/23,2022,44,20221031,20221106,S92000003,COVID-19,204,3.7,5447000
2022/23,2022,44,20221031,20221106,S92000003,HMPV,4,0.1,5447000
2022/23,2022,44,20221031,20221106,S92000003,Influenza (All),116,2.1,5447000
2022/23,2022,44,20221031,20221106,S92000003,Influenza A,108,2,5447000
2022/23,2022,44,20221031,20221106,S92000003,Influenza B,8,0.1,5447000
2022/23,2022,44,20221031,20221106,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,44,20221031,20221106,S92000003,Parainfluenza (Any Type),17,0.3,5447000
2022/23,2022,44,20221031,20221106,S92000003,RSV,195,3.6,5447000
2022/23,2022,44,20221031,20221106,S92000003,Rhinovirus,101,1.9,5447000
2022/23,2022,44,20221031,20221106,S92000003,Seasonal coronavirus,3,0.1,5447000
2022/23,2022,45,20221107,20221113,S92000003,Adenovirus,49,0.9,5447000
2022/23,2022,45,20221107,20221113,S92000003,COVID-19,180,3.3,5447000
2022/23,2022,45,20221107,20221113,S92000003,HMPV,6,0.1,5447000
2022/23,2022,45,20221107,20221113,S92000003,Influenza (All),144,2.6,5447000
2022/23,2022,45,20221107,20221113,S92000003,Influenza A,139,2.6,5447000
2022/23,2022,45,20221107,20221113,S92000003,Influenza B,5,0.1,5447000
2022/23,2022,45,20221107,20221113,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,45,20221107,20221113,S92000003,Parainfluenza (Any Type),12,0.2,5447000
2022/23,2022,45,20221107,20221113,S92000003,RSV,220,4,5447000
2022/23,2022,45,20221107,20221113,S92000003,Rhinovirus,119,2.2,5447000
2022/23,2022,45,20221107,20221113,S92000003,Seasonal coronavirus,2,0,5447000
2022/23,2022,46,20221114,20221120,S92000003,Adenovirus,77,1.4,5447000
2022/23,2022,46,20221114,20221120,S92000003,COVID-19,150,2.8,5447000
2022/23,2022,46,20221114,20221120,S92000003,HMPV,10,0.2,5447000
2022/23,2022,46,20221114,20221120,S92000003,Influenza (All),173,3.2,5447000
2022/23,2022,46,20221114,20221120,S92000003,Influenza A,169,3.1,5447000
2022/23,2022,46,20221114,20221120,S92000003,Influenza B,4,0.1,5447000
2022/23,2022,46,20221114,20221120,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2022,46,20221114,20221120,S92000003,Parainfluenza (Any Type),16,0.3,5447000
2022/23,2022,46,20221114,20221120,S92000003,RSV,243,4.5,5447000
2022/23,2022,46,20221114,20221120,S92000003,Rhinovirus,169,3.1,5447000
2022/23,2022,46,20221114,20221120,S92000003,Seasonal coronavirus,4,0.1,5447000
2022/23,2022,47,20221121,20221127,S92000003,Adenovirus,62,1.1,5447000
2022/23,2022,47,20221121,20221127,S92000003,COVID-19,193,3.5,5447000
2022/23,2022,47,20221121,20221127,S92000003,HMPV,20,0.4,5447000
2022/23,2022,47,20221121,20221127,S92000003,Influenza (All),239,4.4,5447000
2022/23,2022,47,20221121,20221127,S92000003,Influenza A,226,4.1,5447000
2022/23,2022,47,20221121,20221127,S92000003,Influenza B,13,0.2,5447000
2022/23,2022,47,20221121,20221127,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,47,20221121,20221127,S92000003,Parainfluenza (Any Type),19,0.3,5447000
2022/23,2022,47,20221121,20221127,S92000003,RSV,224,4.1,5447000
2022/23,2022,47,20221121,20221127,S92000003,Rhinovirus,132,2.4,5447000
2022/23,2022,47,20221121,20221127,S92000003,Seasonal coronavirus,9,0.2,5447000
2022/23,2022,48,20221128,20221204,S92000003,Adenovirus,84,1.5,5447000
2022/23,2022,48,20221128,20221204,S92000003,COVID-19,187,3.4,5447000
2022/23,2022,48,20221128,20221204,S92000003,HMPV,31,0.6,5447000
2022/23,2022,48,20221128,20221204,S92000003,Influenza (All),271,5,5447000
2022/23,2022,48,20221128,20221204,S92000003,Influenza A,266,4.9,5447000
2022/23,2022,48,20221128,20221204,S92000003,Influenza B,5,0.1,5447000
2022/23,2022,48,20221128,20221204,S92000003,Mycoplasma pneumoniae,2,0,5447000
2022/23,2022,48,20221128,20221204,S92000003,Parainfluenza (Any Type),22,0.4,5447000
2022/23,2022,48,20221128,20221204,S92000003,RSV,248,4.6,5447000
2022/23,2022,48,20221128,20221204,S92000003,Rhinovirus,135,2.5,5447000
2022/23,2022,48,20221128,20221204,S92000003,Seasonal coronavirus,12,0.2,5447000
2022/23,2022,49,20221205,20221211,S92000003,Adenovirus,69,1.3,5447000
2022/23,2022,49,20221205,20221211,S92000003,COVID-19,238,4.4,5447000
2022/23,2022,49,20221205,20221211,S92000003,HMPV,42,0.8,5447000
2022/23,2022,49,20221205,20221211,S92000003,Influenza (All),445,8.2,5447000
2022/23,2022,49,20221205,20221211,S92000003,Influenza A,439,8.1,5447000
2022/23,2022,49,20221205,20221211,S92000003,Influenza B,6,0.1,5447000
2022/23,2022,49,20221205,20221211,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,49,20221205,20221211,S92000003,Parainfluenza (Any Type),25,0.5,5447000
2022/23,2022,49,20221205,20221211,S92000003,RSV,208,3.8,5447000
2022/23,2022,49,20221205,20221211,S92000003,Rhinovirus,126,2.3,5447000
2022/23,2022,49,20221205,20221211,S92000003,Seasonal coronavirus,42,0.8,5447000
2022/23,2022,50,20221212,20221218,S92000003,Adenovirus,69,1.3,5447000
2022/23,2022,50,20221212,20221218,S92000003,COVID-19,305,5.6,5447000
2022/23,2022,50,20221212,20221218,S92000003,HMPV,37,0.7,5447000
2022/23,2022,50,20221212,20221218,S92000003,Influenza (All),796,14.6,5447000
2022/23,2022,50,20221212,20221218,S92000003,Influenza A,787,14.4,5447000
2022/23,2022,50,20221212,20221218,S92000003,Influenza B,9,0.2,5447000
2022/23,2022,50,20221212,20221218,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,50,20221212,20221218,S92000003,Parainfluenza (Any Type),22,0.4,5447000
2022/23,2022,50,20221212,20221218,S92000003,RSV,213,3.9,5447000
2022/23,2022,50,20221212,20221218,S92000003,Rhinovirus,133,2.4,5447000
2022/23,2022,50,20221212,20221218,S92000003,Seasonal coronavirus,56,1,5447000
2022/23,2022,51,20221219,20221225,S92000003,Adenovirus,67,1.2,5447000
2022/23,2022,51,20221219,20221225,S92000003,COVID-19,420,7.7,5447000
2022/23,2022,51,20221219,20221225,S92000003,HMPV,46,0.8,5447000
2022/23,2022,51,20221219,20221225,S92000003,Influenza (All),1386,25.4,5447000
2022/23,2022,51,20221219,20221225,S92000003,Influenza A,1380,25.3,5447000
2022/23,2022,51,20221219,20221225,S92000003,Influenza B,6,0.1,5447000
2022/23,2022,51,20221219,20221225,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2022,51,20221219,20221225,S92000003,Parainfluenza (Any Type),16,0.3,5447000
2022/23,2022,51,20221219,20221225,S92000003,RSV,211,3.9,5447000
2022/23,2022,51,20221219,20221225,S92000003,Rhinovirus,101,1.9,5447000
2022/23,2022,51,20221219,20221225,S92000003,Seasonal coronavirus,69,1.3,5447000
2022/23,2022,52,20221226,20230101,S92000003,Adenovirus,52,1,5447000
2022/23,2022,52,20221226,20230101,S92000003,COVID-19,448,8.2,5447000
2022/23,2022,52,20221226,20230101,S92000003,HMPV,65,1.2,5447000
2022/23,2022,52,20221226,20230101,S92000003,Influenza (All),1382,25.4,5447000
2022/23,2022,52,20221226,20230101,S92000003,Influenza A,1368,25.1,5447000
2022/23,2022,52,20221226,20230101,S92000003,Influenza B,14,0.3,5447000
2022/23,2022,52,20221226,20230101,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2022,52,20221226,20230101,S92000003,Parainfluenza (Any Type),17,0.3,5447000
2022/23,2022,52,20221226,20230101,S92000003,RSV,219,4,5447000
2022/23,2022,52,20221226,20230101,S92000003,Rhinovirus,96,1.8,5447000
2022/23,2022,52,20221226,20230101,S92000003,Seasonal coronavirus,54,1,5447000
2022/23,2023,1,20230102,20230108,S92000003,Adenovirus,42,0.8,5447000
2022/23,2023,1,20230102,20230108,S92000003,COVID-19,429,7.9,5447000
2022/23,2023,1,20230102,20230108,S92000003,HMPV,41,0.8,5447000
2022/23,2023,1,20230102,20230108,S92000003,Influenza (All),802,14.7,5447000
2022/23,2023,1,20230102,20230108,S92000003,Influenza A,789,14.5,5447000
2022/23,2023,1,20230102,20230108,S92000003,Influenza B,13,0.2,5447000
2022/23,2023,1,20230102,20230108,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,1,20230102,20230108,S92000003,Parainfluenza (Any Type),9,0.2,5447000
2022/23,2023,1,20230102,20230108,S92000003,RSV,176,3.2,5447000
2022/23,2023,1,20230102,20230108,S92000003,Rhinovirus,68,1.2,5447000
2022/23,2023,1,20230102,20230108,S92000003,Seasonal coronavirus,34,0.6,5447000
2022/23,2023,2,20230109,20230115,S92000003,Adenovirus,26,0.5,5447000
2022/23,2023,2,20230109,20230115,S92000003,COVID-19,314,5.8,5447000
2022/23,2023,2,20230109,20230115,S92000003,HMPV,33,0.6,5447000
2022/23,2023,2,20230109,20230115,S92000003,Influenza (All),320,5.9,5447000
2022/23,2023,2,20230109,20230115,S92000003,Influenza A,314,5.8,5447000
2022/23,2023,2,20230109,20230115,S92000003,Influenza B,6,0.1,5447000
2022/23,2023,2,20230109,20230115,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,2,20230109,20230115,S92000003,Parainfluenza (Any Type),7,0.1,5447000
2022/23,2023,2,20230109,20230115,S92000003,RSV,115,2.1,5447000
2022/23,2023,2,20230109,20230115,S92000003,Rhinovirus,59,1.1,5447000
2022/23,2023,2,20230109,20230115,S92000003,Seasonal coronavirus,22,0.4,5447000
2022/23,2023,3,20230116,20230122,S92000003,Adenovirus,25,0.5,5447000
2022/23,2023,3,20230116,20230122,S92000003,COVID-19,221,4.1,5447000
2022/23,2023,3,20230116,20230122,S92000003,HMPV,30,0.6,5447000
2022/23,2023,3,20230116,20230122,S92000003,Influenza (All),155,2.8,5447000
2022/23,2023,3,20230116,20230122,S92000003,Influenza A,149,2.7,5447000
2022/23,2023,3,20230116,20230122,S92000003,Influenza B,6,0.1,5447000
2022/23,2023,3,20230116,20230122,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2023,3,20230116,20230122,S92000003,Parainfluenza (Any Type),8,0.1,5447000
2022/23,2023,3,20230116,20230122,S92000003,RSV,81,1.5,5447000
2022/23,2023,3,20230116,20230122,S92000003,Rhinovirus,99,1.8,5447000
2022/23,2023,3,20230116,20230122,S92000003,Seasonal coronavirus,32,0.6,5447000
2022/23,2023,4,20230123,20230129,S92000003,Adenovirus,24,0.4,5447000
2022/23,2023,4,20230123,20230129,S92000003,COVID-19,209,3.8,5447000
2022/23,2023,4,20230123,20230129,S92000003,HMPV,35,0.6,5447000
2022/23,2023,4,20230123,20230129,S92000003,Influenza (All),83,1.5,5447000
2022/23,2023,4,20230123,20230129,S92000003,Influenza A,76,1.4,5447000
2022/23,2023,4,20230123,20230129,S92000003,Influenza B,7,0.1,5447000
2022/23,2023,4,20230123,20230129,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2023,4,20230123,20230129,S92000003,Parainfluenza (Any Type),7,0.1,5447000
2022/23,2023,4,20230123,20230129,S92000003,RSV,61,1.1,5447000
2022/23,2023,4,20230123,20230129,S92000003,Rhinovirus,110,2,5447000
2022/23,2023,4,20230123,20230129,S92000003,Seasonal coronavirus,26,0.5,5447000
2022/23,2023,5,20230130,20230205,S92000003,Adenovirus,33,0.6,5447000
2022/23,2023,5,20230130,20230205,S92000003,COVID-19,215,3.9,5447000
2022/23,2023,5,20230130,20230205,S92000003,HMPV,53,1,5447000
2022/23,2023,5,20230130,20230205,S92000003,Influenza (All),80,1.5,5447000
2022/23,2023,5,20230130,20230205,S92000003,Influenza A,68,1.2,5447000
2022/23,2023,5,20230130,20230205,S92000003,Influenza B,12,0.2,5447000
2022/23,2023,5,20230130,20230205,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2023,5,20230130,20230205,S92000003,Parainfluenza (Any Type),6,0.1,5447000
2022/23,2023,5,20230130,20230205,S92000003,RSV,75,1.4,5447000
2022/23,2023,5,20230130,20230205,S92000003,Rhinovirus,153,2.8,5447000
2022/23,2023,5,20230130,20230205,S92000003,Seasonal coronavirus,21,0.4,5447000
2022/23,2023,6,20230206,20230212,S92000003,Adenovirus,38,0.7,5447000
2022/23,2023,6,20230206,20230212,S92000003,COVID-19,223,4.1,5447000
2022/23,2023,6,20230206,20230212,S92000003,HMPV,54,1,5447000
2022/23,2023,6,20230206,20230212,S92000003,Influenza (All),55,1,5447000
2022/23,2023,6,20230206,20230212,S92000003,Influenza A,46,0.8,5447000
2022/23,2023,6,20230206,20230212,S92000003,Influenza B,9,0.2,5447000
2022/23,2023,6,20230206,20230212,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,6,20230206,20230212,S92000003,Parainfluenza (Any Type),7,0.1,5447000
2022/23,2023,6,20230206,20230212,S92000003,RSV,59,1.1,5447000
2022/23,2023,6,20230206,20230212,S92000003,Rhinovirus,144,2.6,5447000
2022/23,2023,6,20230206,20230212,S92000003,Seasonal coronavirus,18,0.3,5447000
2022/23,2023,7,20230213,20230219,S92000003,Adenovirus,30,0.6,5447000
2022/23,2023,7,20230213,20230219,S92000003,COVID-19,236,4.3,5447000
2022/23,2023,7,20230213,20230219,S92000003,HMPV,44,0.8,5447000
2022/23,2023,7,20230213,20230219,S92000003,Influenza (All),35,0.6,5447000
2022/23,2023,7,20230213,20230219,S92000003,Influenza A,18,0.3,5447000
2022/23,2023,7,20230213,20230219,S92000003,Influenza B,17,0.3,5447000
2022/23,2023,7,20230213,20230219,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2023,7,20230213,20230219,S92000003,Parainfluenza (Any Type),7,0.1,5447000
2022/23,2023,7,20230213,20230219,S92000003,RSV,44,0.8,5447000
2022/23,2023,7,20230213,20230219,S92000003,Rhinovirus,109,2,5447000
2022/23,2023,7,20230213,20230219,S92000003,Seasonal coronavirus,14,0.3,5447000
2022/23,2023,8,20230220,20230226,S92000003,Adenovirus,46,0.8,5447000
2022/23,2023,8,20230220,20230226,S92000003,COVID-19,251,4.6,5447000
2022/23,2023,8,20230220,20230226,S92000003,HMPV,43,0.8,5447000
2022/23,2023,8,20230220,20230226,S92000003,Influenza (All),29,0.5,5447000
2022/23,2023,8,20230220,20230226,S92000003,Influenza A,22,0.4,5447000
2022/23,2023,8,20230220,20230226,S92000003,Influenza B,7,0.1,5447000
2022/23,2023,8,20230220,20230226,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,8,20230220,20230226,S92000003,Parainfluenza (Any Type),5,0.1,5447000
2022/23,2023,8,20230220,20230226,S92000003,RSV,35,0.6,5447000
2022/23,2023,8,20230220,20230226,S92000003,Rhinovirus,113,2.1,5447000
2022/23,2023,8,20230220,20230226,S92000003,Seasonal coronavirus,16,0.3,5447000
2022/23,2023,9,20230227,20230305,S92000003,Adenovirus,31,0.6,5447000
2022/23,2023,9,20230227,20230305,S92000003,COVID-19,273,5,5447000
2022/23,2023,9,20230227,20230305,S92000003,HMPV,26,0.5,5447000
2022/23,2023,9,20230227,20230305,S92000003,Influenza (All),26,0.5,5447000
2022/23,2023,9,20230227,20230305,S92000003,Influenza A,11,0.2,5447000
2022/23,2023,9,20230227,20230305,S92000003,Influenza B,15,0.3,5447000
2022/23,2023,9,20230227,20230305,S92000003,Mycoplasma pneumoniae,2,0,5447000
2022/23,2023,9,20230227,20230305,S92000003,Parainfluenza (Any Type),14,0.3,5447000
2022/23,2023,9,20230227,20230305,S92000003,RSV,29,0.5,5447000
2022/23,2023,9,20230227,20230305,S92000003,Rhinovirus,114,2.1,5447000
2022/23,2023,9,20230227,20230305,S92000003,Seasonal coronavirus,17,0.3,5447000
2022/23,2023,10,20230306,20230312,S92000003,Adenovirus,42,0.8,5447000
2022/23,2023,10,20230306,20230312,S92000003,COVID-19,380,7,5447000
2022/23,2023,10,20230306,20230312,S92000003,HMPV,26,0.5,5447000
2022/23,2023,10,20230306,20230312,S92000003,Influenza (All),24,0.4,5447000
2022/23,2023,10,20230306,20230312,S92000003,Influenza A,5,0.1,5447000
2022/23,2023,10,20230306,20230312,S92000003,Influenza B,19,0.3,5447000
2022/23,2023,10,20230306,20230312,S92000003,Mycoplasma pneumoniae,1,0,5447000
2022/23,2023,10,20230306,20230312,S92000003,Parainfluenza (Any Type),32,0.6,5447000
2022/23,2023,10,20230306,20230312,S92000003,RSV,38,0.7,5447000
2022/23,2023,10,20230306,20230312,S92000003,Rhinovirus,117,2.1,5447000
2022/23,2023,10,20230306,20230312,S92000003,Seasonal coronavirus,24,0.4,5447000
2022/23,2023,11,20230313,20230319,S92000003,Adenovirus,37,0.7,5447000
2022/23,2023,11,20230313,20230319,S92000003,COVID-19,464,8.5,5447000
2022/23,2023,11,20230313,20230319,S92000003,HMPV,19,0.3,5447000
2022/23,2023,11,20230313,20230319,S92000003,Influenza (All),30,0.6,5447000
2022/23,2023,11,20230313,20230319,S92000003,Influenza A,14,0.3,5447000
2022/23,2023,11,20230313,20230319,S92000003,Influenza B,16,0.3,5447000
2022/23,2023,11,20230313,20230319,S92000003,Mycoplasma pneumoniae,0,0,5447000
2022/23,2023,11,20230313,20230319,S92000003,Parainfluenza (Any Type),39,0.7,5447000
2022/23,2023,11,20230313,20230319,S92000003,RSV,36,0.7,5447000
2022/23,2023,11,20230313,20230319,S92000003,Rhinovirus,112,2.1,5447000
2022/23,2023,11,20230313,20230319,S92000003,Seasonal coronavirus,22,0.4,5447000
